age,educ,black,hisp,marr,nodegree,re74,re75,re78,treat,source
22,12,0,0,1,0,25862.3,14857.9,24113.5,0,CPS
55,9,0,0,1,1,25862.3,25243.6,14336.9,0,CPS
49,8,0,0,0,1,12756.8,12424.8,0,0,CPS
47,12,0,0,1,0,20125.6,9757.26,14897,0,CPS
53,12,0,0,1,0,0,0,0,0,CPS
21,14,0,0,0,0,4913.84,6044.13,14370.9,0,CPS
51,10,0,0,1,1,25862.3,16823.7,25564.7,0,CPS
51,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
22,16,0,0,0,0,3436.55,5908.06,0,0,CPS
35,11,1,0,1,1,21369.7,18793,0,0,CPS
37,12,1,0,1,0,0,0,0,0,CPS
36,7,1,0,1,1,12380.6,10412.5,17089.9,0,CPS
34,12,0,0,1,0,21642.1,20108.9,22913.6,0,CPS
52,12,1,0,1,0,0,0,0,0,CPS
40,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,14,0,1,1,0,20133.4,11248.6,19760.2,0,CPS
35,16,0,0,1,0,25862.3,21824,25564.7,0,CPS
48,11,0,0,1,1,0,0,0,0,CPS
55,9,0,0,1,1,25862.3,25243.6,21648.7,0,CPS
35,16,0,0,1,0,0,0,0,0,CPS
30,12,0,0,1,0,20166.7,18347.2,25564.7,0,CPS
30,16,0,0,1,0,19038.2,11467,24933.7,0,CPS
31,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
33,12,0,0,1,0,25858.4,25243.6,21403.4,0,CPS
28,13,0,0,1,0,19490.8,24180.1,25564.7,0,CPS
37,12,0,0,1,0,22216.1,25243.6,25564.7,0,CPS
33,12,0,0,1,0,20270.6,21723.8,25564.7,0,CPS
22,11,0,0,1,1,8761.84,4463.27,10642.6,0,CPS
26,12,0,0,0,0,19420.2,22243,25564.7,0,CPS
32,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
39,17,0,0,1,0,25862.3,25243.6,24116.5,0,CPS
51,12,0,0,1,0,12063.2,23399.5,14969.4,0,CPS
47,10,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
40,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
26,10,0,1,1,1,17355.2,15844.3,14381.2,0,CPS
41,12,0,0,1,0,21671.4,22081.8,22164.4,0,CPS
55,12,0,0,1,0,0,0,0,0,CPS
19,12,0,0,1,0,10856.3,18186.1,0,0,CPS
30,17,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
52,8,0,0,1,1,0,0,0,0,CPS
28,12,0,0,1,0,25862.3,16390.4,25564.7,0,CPS
47,6,1,0,1,1,25862.3,24987.5,25564.7,0,CPS
40,4,0,1,1,1,16836,14453.3,18139.1,0,CPS
30,12,0,0,1,0,11175.7,6430.84,6797.54,0,CPS
20,12,0,0,0,0,3381.7,478.016,3451.97,0,CPS
48,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
28,14,0,0,1,0,0,0,0,0,CPS
31,14,0,0,1,0,21316.8,22171.3,21942.8,0,CPS
53,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
34,18,0,0,1,0,25832.9,25243.6,23962.8,0,CPS
37,12,0,0,1,0,25862.3,25243.6,20317.3,0,CPS
36,12,0,0,1,0,24388.9,17020.6,25564.7,0,CPS
21,15,0,0,0,0,5834.7,4488.34,0,0,CPS
33,17,0,0,1,0,25505.7,25243.6,12226.7,0,CPS
38,13,0,0,1,0,19447.7,20139.3,17664.7,0,CPS
35,14,0,0,1,0,23991.2,21229.7,25564.7,0,CPS
33,12,0,0,1,0,0,0,0,0,CPS
41,12,0,0,1,0,25862.3,25243.6,0,0,CPS
18,11,0,0,0,1,129.312,0,25564.7,0,CPS
20,10,0,0,1,1,6563.54,134.274,15363.9,0,CPS
40,12,0,1,0,0,11867.3,1195.94,3873.12,0,CPS
52,11,1,0,1,1,22476.7,19433.9,25564.7,0,CPS
35,12,0,0,1,0,21553.9,2187.77,1498.42,0,CPS
35,12,0,0,0,0,15850.5,22137.3,17918.9,0,CPS
50,12,0,0,1,0,20531.2,21795.4,21427,0,CPS
34,8,0,0,0,1,18456.3,18223.7,13258.2,0,CPS
19,12,0,0,0,0,762.155,6282.24,382.731,0,CPS
30,12,0,0,1,0,766.073,10890.5,20470.9,0,CPS
43,10,0,0,1,1,3275.89,2758.89,2278.65,0,CPS
20,12,0,0,0,0,570.147,1810.02,11910.5,0,CPS
44,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
54,8,0,0,0,1,18773.7,18622.9,4118.42,0,CPS
47,11,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
23,15,0,0,1,0,20254.9,21666.5,23209.2,0,CPS
34,8,0,0,1,1,24012.8,25243.6,25564.7,0,CPS
34,9,0,0,1,1,0,0,0,0,CPS
29,12,0,0,1,0,0,821.758,0,0,CPS
48,10,0,0,1,1,0,0,0,0,CPS
19,12,0,0,0,0,858.159,834.29,0,0,CPS
24,13,0,0,0,0,2838.98,0,0,0,CPS
25,12,0,0,1,0,3949.88,6375.34,14811.2,0,CPS
35,14,0,0,1,0,25862.3,25243.6,19695.1,0,CPS
25,18,0,0,0,0,1581.13,839.661,20841.9,0,CPS
42,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
32,12,0,0,1,0,5772,0,0,0,CPS
49,10,0,0,1,1,0,0,0,0,CPS
18,12,0,0,0,0,3514.93,2646.1,1519.1,0,CPS
40,8,0,0,1,1,12919.4,4679.9,18136.1,0,CPS
23,8,0,0,1,1,7313.94,9087.68,5640.48,0,CPS
19,10,0,0,0,1,2619.54,458.323,6590.66,0,CPS
34,14,0,0,1,0,22131.9,19988.9,25564.7,0,CPS
38,12,0,0,1,0,25862.3,25243.6,23769.2,0,CPS
27,16,0,0,1,0,21344.2,21030.9,25186.4,0,CPS
29,12,0,0,1,0,15478.2,1385.71,5743.92,0,CPS
25,9,0,0,1,1,17145.5,18794.8,20635,0,CPS
48,12,0,0,1,0,25133.5,22907.2,25564.7,0,CPS
21,12,0,0,0,0,12443.3,3922.6,4461.26,0,CPS
32,12,0,0,1,0,22406.2,23743.3,25564.7,0,CPS
29,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
25,12,0,0,1,0,25037.5,25243.6,25564.7,0,CPS
27,16,0,0,1,0,462.387,0,542.326,0,CPS
24,14,0,0,1,0,17067.2,17194.3,23154.5,0,CPS
46,12,0,0,1,0,18227.1,12782.9,17144.6,0,CPS
42,9,0,0,1,1,23499.4,23157.8,21273.3,0,CPS
38,12,0,0,1,0,0,0,18756.8,0,CPS
51,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
19,12,0,0,0,0,8842.17,10263.9,17570.2,0,CPS
52,8,0,0,1,1,16738,17851.3,13794.6,0,CPS
38,12,0,0,1,0,22037.8,17983.8,22177.7,0,CPS
25,12,0,0,1,0,20519.4,18825.2,9079.15,0,CPS
30,12,0,0,1,0,15405.7,10935.3,16538.7,0,CPS
44,12,0,0,1,0,25768.3,23532,25564.7,0,CPS
40,8,0,0,1,1,25862.3,20794.6,16639.2,0,CPS
29,12,0,0,0,0,17560.9,19043.7,18405.1,0,CPS
51,12,0,1,1,0,25447,25243.6,25535.1,0,CPS
29,12,0,0,0,0,11044.4,11271.9,7777.27,0,CPS
19,8,0,0,0,1,0,6801.44,10369.2,0,CPS
16,8,0,0,0,1,0,0,11951.8,0,CPS
50,18,0,0,1,0,25862.3,25243.6,7573.35,0,CPS
54,5,0,0,1,1,22905.8,19475.1,24923.3,0,CPS
16,9,0,0,0,1,0,819.968,4111.04,0,CPS
53,8,0,0,1,1,0,0,0,0,CPS
55,8,0,0,1,1,17125.9,17661.5,17870.2,0,CPS
35,10,0,0,1,1,14559.3,15432.6,8789.52,0,CPS
31,10,0,0,1,1,23091.9,24142.5,11156.8,0,CPS
24,12,0,0,1,0,15529.2,4110.58,0,0,CPS
55,9,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
50,12,0,0,1,0,25862.3,24753,0,0,CPS
44,8,0,0,1,1,14910,17736.7,14359.1,0,CPS
21,12,0,0,0,0,8407.21,11860.9,1111.25,0,CPS
55,6,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
52,12,0,0,1,0,25200.1,21992.3,666.455,0,CPS
38,4,0,1,1,1,6530.24,6837.24,6374.91,0,CPS
38,12,0,1,1,0,19808.2,10938.9,11653.3,0,CPS
32,12,1,0,0,0,24359.6,25009,25564.7,0,CPS
50,11,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
46,12,0,0,1,0,16902.6,16542.6,20903.9,0,CPS
19,12,0,0,0,0,0,3111.58,13460.6,0,CPS
49,8,0,0,1,1,13313.2,10661.4,4765.67,0,CPS
24,10,0,0,1,1,4026.29,8337.53,9996.82,0,CPS
28,12,0,0,1,0,20166.7,22683.4,25564.7,0,CPS
32,12,0,0,1,0,18611.1,17869.2,18187.9,0,CPS
42,12,0,0,1,0,19473.2,18896.8,19964.1,0,CPS
48,12,0,0,1,0,16683.2,15538.2,14716.7,0,CPS
29,12,0,0,1,0,12208.2,10595.1,11669.6,0,CPS
54,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
43,18,0,0,1,0,25862.3,25243.6,1994.93,0,CPS
55,12,0,0,1,0,0,5310.1,8516.14,0,CPS
22,16,0,0,0,0,0,0,3403.2,0,CPS
50,11,0,0,1,1,21367.8,20950.3,23577.1,0,CPS
21,12,0,0,0,0,2897.76,9261.34,16639.2,0,CPS
25,11,0,0,0,1,4994.17,0,8355.07,0,CPS
35,9,0,0,1,1,11487.2,14695,9543.16,0,CPS
29,17,0,0,1,0,3183.81,3795.48,2964.32,0,CPS
50,12,0,0,1,0,20166.7,14931.3,7180.27,0,CPS
40,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
33,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
24,15,0,0,1,0,15687.8,10278.2,13905.4,0,CPS
28,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
38,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
51,12,0,0,1,0,19812.1,25243.6,6934.97,0,CPS
20,9,0,0,0,1,7425.62,13866,0,0,CPS
29,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
42,12,0,0,1,0,16056.2,13640.5,0,0,CPS
19,12,0,0,0,0,6694.81,10994.4,0,0,CPS
29,12,0,0,1,0,24925.8,23428.2,25564.7,0,CPS
55,12,0,0,1,0,0,0,0,0,CPS
42,12,0,0,1,0,25862.3,20352.4,21789.1,0,CPS
21,12,0,0,0,0,16845.8,0,20468,0,CPS
18,12,0,0,0,0,1984.74,2476.02,6549.28,0,CPS
26,12,0,0,0,0,12611.8,12888.5,16667.3,0,CPS
29,14,0,0,0,0,17535.4,16884.5,9919.98,0,CPS
31,16,0,0,1,0,25862.3,25243.6,25013.5,0,CPS
47,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
34,12,0,0,1,0,14222.3,8382.29,0,0,CPS
40,13,0,0,1,0,25862.3,6624.19,25564.7,0,CPS
52,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
18,11,0,0,0,1,0,2859.15,8773.26,0,CPS
23,13,0,0,1,0,12572.6,13833.8,18040.1,0,CPS
54,12,0,0,0,0,0,0,0,0,CPS
49,10,0,0,1,1,20768.2,18977.4,19216.4,0,CPS
35,12,0,0,1,0,24582.9,23788,24726.8,0,CPS
27,12,0,0,1,0,20940.6,20241.4,22796.9,0,CPS
48,8,1,0,1,1,23401.5,13824.9,14155.1,0,CPS
50,16,0,0,1,0,25862.3,18408.1,25564.7,0,CPS
44,12,0,0,1,0,23495.5,25243.6,24292.3,0,CPS
32,12,0,0,1,0,19067.6,12625.3,14146.3,0,CPS
43,4,0,1,1,1,25862.3,25243.6,25177.5,0,CPS
30,12,1,0,1,0,25862.3,25243.6,25564.7,0,CPS
27,16,0,0,1,0,2415.78,5893.74,5548.86,0,CPS
34,7,0,1,1,1,15558.5,13470.4,14833.4,0,CPS
44,12,0,1,0,0,12735.2,11637.1,10159.4,0,CPS
24,16,0,0,1,0,5297.86,13345.1,22284.1,0,CPS
21,14,0,0,1,0,13113.4,22751.4,24287.9,0,CPS
31,12,0,0,0,0,2480.43,22151.7,0,0,CPS
35,10,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
37,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
50,3,0,1,1,1,15219.6,14877.6,0,0,CPS
28,16,0,0,1,0,14449.6,21684.4,25564.7,0,CPS
44,6,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
30,16,0,0,1,0,5650.52,10824.3,25564.7,0,CPS
27,15,0,0,0,0,6410.72,7950.82,0,0,CPS
26,14,0,0,0,0,24093.1,24760.2,25564.7,0,CPS
40,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
45,6,0,0,1,1,25862.3,23723.6,25564.7,0,CPS
25,12,0,0,1,0,7372.72,247.064,5393.7,0,CPS
30,15,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
24,14,0,0,1,0,12700,20001.5,25564.7,0,CPS
32,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
33,12,0,0,1,0,0,13964.5,8423.04,0,CPS
26,6,0,1,1,1,15877.9,14397.8,0,0,CPS
26,14,1,0,1,0,21534.3,18044.7,25564.7,0,CPS
32,12,1,0,1,0,5660.32,25243.6,25564.7,0,CPS
20,13,0,0,0,0,1714.36,0,3100.27,0,CPS
34,2,0,0,0,1,7476.56,7846.98,4566.17,0,CPS
38,12,1,0,0,0,0,0,0,0,CPS
18,11,1,0,0,1,1716.32,4139.23,8372.8,0,CPS
37,6,1,0,1,1,14069.5,14200.8,15615.1,0,CPS
39,12,1,0,1,0,25862.3,21433.7,22826.4,0,CPS
40,10,0,1,1,1,20897.5,13354,962,0,CPS
16,10,0,1,0,1,634.802,1165.5,0,0,CPS
20,9,0,1,0,1,1500.8,0,12618.3,0,CPS
19,12,0,0,1,0,0,11135.8,1001.9,0,CPS
31,8,0,1,1,1,8081.98,12646.8,15337.3,0,CPS
34,11,0,0,1,1,15791.7,10822.5,7540.84,0,CPS
26,12,0,0,1,0,5039.23,15776.3,15547.2,0,CPS
39,14,0,1,1,0,25862.3,25243.6,25564.7,0,CPS
24,10,0,0,0,1,0,0,147.773,0,CPS
30,16,0,0,1,0,21669.5,24402.1,25564.7,0,CPS
32,11,0,0,1,1,23062.5,25012.6,25515.9,0,CPS
29,16,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
36,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
34,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
22,16,0,0,1,0,9516.16,22835.6,21189.1,0,CPS
45,15,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
44,11,0,0,1,1,22909.7,22345,18001.7,0,CPS
41,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
41,12,0,1,1,0,15823,12140.2,15022.6,0,CPS
25,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
39,12,0,0,1,0,20889.7,0,25564.7,0,CPS
50,12,0,0,1,0,0,0,0,0,CPS
49,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
18,12,0,0,0,0,0,0,3400.25,0,CPS
29,18,0,0,1,0,25862.3,25232.8,25564.7,0,CPS
49,14,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
49,12,0,0,1,0,19298.8,21340.7,14762.5,0,CPS
43,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
36,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
19,12,0,0,0,0,10305.7,15844.3,10709.1,0,CPS
33,12,1,0,0,0,19900.3,19473.3,18249.9,0,CPS
25,12,0,0,1,0,20131.5,20132.2,20747.3,0,CPS
28,12,0,0,1,0,25862.3,21122.2,19987.7,0,CPS
22,16,0,0,1,0,3123.07,14209.8,25564.7,0,CPS
52,11,0,0,1,1,25862.3,25241.8,0,0,CPS
48,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
19,13,0,0,0,0,6575.3,8589.97,13606.9,0,CPS
27,13,0,0,1,0,14870.8,12276.2,11040.1,0,CPS
36,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
48,10,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
34,17,0,0,0,0,22276.9,2148.39,2413.13,0,CPS
43,12,0,0,0,0,0,0,0,0,CPS
38,12,0,0,1,0,25862.3,25243.6,19664.1,0,CPS
53,15,0,0,1,0,0,0,0,0,CPS
33,13,0,0,1,0,0,0,0,0,CPS
47,12,0,0,1,0,24095.1,23934.8,25564.7,0,CPS
31,12,0,0,1,0,17653,17962.3,18663.7,0,CPS
37,13,0,0,1,0,22766.7,10249.6,13015.8,0,CPS
51,8,0,0,1,1,25754.6,22926.9,22820.5,0,CPS
39,12,0,0,1,0,18908.9,15808.5,19381.9,0,CPS
48,8,0,0,1,1,22233.8,20402.5,0,0,CPS
47,9,0,0,1,1,19375.2,20044.4,21623.6,0,CPS
25,16,0,0,1,0,24773,20792.8,23761.8,0,CPS
38,10,0,0,1,1,24518.3,20995.1,25564.7,0,CPS
37,14,0,0,1,0,25862.3,25243.6,0,0,CPS
20,12,0,0,1,0,10474.2,12258.3,14741.8,0,CPS
23,13,0,0,1,0,6955.4,10111.7,12557.7,0,CPS
18,12,0,0,0,0,0,2241.48,6129.61,0,CPS
18,12,0,0,0,0,881.67,2696.23,12120.3,0,CPS
34,12,0,0,1,0,23213.4,25078.8,24608.6,0,CPS
26,12,0,0,0,0,15529.2,17240.8,14808.3,0,CPS
46,15,0,0,0,0,7098.42,8994.58,8644.7,0,CPS
55,11,0,0,1,1,25862.3,25241.8,24113.5,0,CPS
29,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
28,16,0,0,1,0,25376.4,24038.7,22139.3,0,CPS
31,16,0,0,1,0,22351.3,21177.7,23241.7,0,CPS
37,10,0,0,1,1,18029.2,19032.9,20673.4,0,CPS
17,10,0,0,0,1,850.322,981.097,0,0,CPS
39,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
28,13,0,0,1,0,18885.4,20919.9,17483,0,CPS
54,10,0,0,1,1,24175.4,23073.7,25564.7,0,CPS
55,10,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
35,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
18,12,0,0,0,0,1391.08,2148.39,2976.14,0,CPS
28,16,0,0,1,0,22658.9,23703.9,25564.7,0,CPS
39,13,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
47,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
53,12,0,0,1,0,2790,6266.13,25564.7,0,CPS
51,12,0,0,1,0,25862.3,24343,23489.9,0,CPS
34,12,0,0,1,0,25862.3,25243.6,18589.8,0,CPS
35,8,0,0,1,1,17235.7,16877.4,24825.8,0,CPS
49,8,0,0,1,1,19238,21440.9,25564.7,0,CPS
42,12,0,0,0,0,9553.38,9742.93,14218.7,0,CPS
27,10,0,0,1,1,3162.26,9400.98,644.289,0,CPS
31,14,0,0,1,0,17831.3,11563.7,22095,0,CPS
44,6,0,0,0,1,21544.1,16880.9,14034,0,CPS
55,12,0,0,1,0,7795.92,6199.89,5854.75,0,CPS
35,8,0,0,1,1,2241.4,2399.03,9460.41,0,CPS
50,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
45,12,0,0,1,0,16559.7,1265.76,7987.11,0,CPS
45,7,0,1,1,1,25862.3,25243.6,24731.2,0,CPS
20,13,0,0,0,0,721.01,1829.71,8625.49,0,CPS
55,12,0,0,0,0,6118.79,6237.48,5056.78,0,CPS
20,13,0,0,0,0,0,0,10.3441,0,CPS
19,13,0,0,0,0,850.322,995.419,1538.31,0,CPS
48,13,0,0,1,0,25862.3,19611.2,24035.2,0,CPS
27,16,0,0,0,0,15425.3,20062.3,25564.7,0,CPS
27,16,0,0,0,0,16855.6,11139.4,23745.6,0,CPS
38,8,0,0,1,1,10907.2,12338.9,11567.6,0,CPS
55,14,0,0,1,0,4120.34,6853.35,1663.92,0,CPS
34,10,0,0,1,1,9578.86,8935.5,9989.43,0,CPS
29,12,0,0,1,0,14288.9,3503.66,8133.41,0,CPS
38,16,0,0,0,0,7539.26,10963.9,10339.7,0,CPS
50,12,0,0,1,0,25862.3,24842.5,24595.3,0,CPS
54,12,0,0,1,0,22649.1,20887.7,24808.1,0,CPS
30,14,0,0,1,0,10779.9,15036.9,4911.96,0,CPS
25,12,0,0,1,0,3136.79,2146.6,17839.1,0,CPS
49,17,0,0,1,0,25780,25243.6,25564.7,0,CPS
21,14,0,0,0,0,7400.15,4909.06,10848,0,CPS
16,10,0,0,0,1,0,603.339,4826.25,0,CPS
29,8,0,0,0,1,2372.67,2363.23,8392.01,0,CPS
39,12,0,0,1,0,13370,14059.4,18780.4,0,CPS
34,12,0,0,0,0,16261.9,15932.1,10753.4,0,CPS
55,8,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
18,11,0,0,0,1,0,0,16413.1,0,CPS
26,16,0,0,0,0,15198,12333.5,14124.1,0,CPS
37,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
17,11,0,0,0,1,619.128,784.161,2806.2,0,CPS
29,12,0,0,1,0,0,721.5,0,0,CPS
23,11,0,0,1,1,25862.3,23311.8,140.384,0,CPS
32,14,0,0,1,0,0,0,0,0,CPS
29,14,0,0,1,0,25862.3,23637.6,15811.7,0,CPS
31,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
26,12,0,0,1,0,14823.8,15803.2,18176,0,CPS
24,12,0,0,1,0,13064.4,12184.9,13973.4,0,CPS
35,18,0,0,1,0,0,0,0,0,CPS
27,11,0,0,1,1,16565.6,15855.1,15731.9,0,CPS
39,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
29,12,0,0,1,0,19843.4,14315.4,11687.3,0,CPS
30,12,0,0,1,0,21416.8,19362.3,22514.6,0,CPS
34,8,0,0,1,1,0,0,2664.34,0,CPS
42,7,0,0,1,1,4324.1,3457.11,9856.44,0,CPS
24,9,0,0,1,1,10248.9,10249.6,9339.23,0,CPS
33,18,0,0,1,0,24001,25243.6,25564.7,0,CPS
48,12,0,0,1,0,13940.2,13183.9,6765.03,0,CPS
22,12,0,0,1,0,6377.41,7215,8201.38,0,CPS
51,9,0,0,1,1,7206.18,13008.5,0,0,CPS
17,10,0,0,0,1,0,617.661,12448.4,0,CPS
42,8,0,0,0,1,8658,11724.8,6253.74,0,CPS
54,8,0,0,1,1,14404.5,9390.24,0,0,CPS
34,12,0,0,1,0,22274.9,22210.7,25564.7,0,CPS
33,13,0,0,1,0,19520.2,18189.7,16787,0,CPS
40,13,0,0,1,0,14859.1,15597.3,15210.2,0,CPS
26,12,0,0,1,0,21052.3,22309.2,25564.7,0,CPS
24,12,0,0,0,0,13050.7,10818.9,9025.95,0,CPS
52,10,0,0,0,1,22065.3,19709.7,21224.6,0,CPS
31,15,0,0,1,0,25490.1,24382.4,25564.7,0,CPS
23,13,0,0,1,0,18760,22393.3,25564.7,0,CPS
34,18,0,0,1,0,11538.1,6556.16,13793.1,0,CPS
36,13,0,0,1,0,24414.4,21274.4,20747.3,0,CPS
52,12,0,0,1,0,18356.4,22833.8,25564.7,0,CPS
17,11,0,0,0,1,675.947,3279.87,0,0,CPS
41,8,0,0,1,1,24191.1,23625.1,0,0,CPS
47,12,0,0,1,0,25862.3,25243.6,0,0,CPS
28,18,0,0,1,0,3458.11,9211.21,0,0,CPS
40,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
39,12,0,0,1,0,20396,19958.5,19780.8,0,CPS
29,11,0,0,1,1,15944.5,14816.7,23940.7,0,CPS
37,12,0,0,1,0,0,0,0,0,CPS
30,12,0,0,1,0,0,0,0,0,CPS
21,11,0,0,0,1,14153.7,7873.84,0,0,CPS
38,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,8,0,0,1,1,25637,23795.2,25564.7,0,CPS
26,16,0,0,1,0,21896.8,24058.3,25564.7,0,CPS
24,12,0,0,1,0,20254.9,17801.2,24129.8,0,CPS
44,8,0,0,0,1,6567.46,7877.42,8536.83,0,CPS
27,15,0,0,0,0,6277.49,6201.68,3655.9,0,CPS
21,11,0,0,0,1,9194.84,14716.5,20669,0,CPS
51,8,0,0,1,1,19722,21707.7,17326.3,0,CPS
38,9,0,0,1,1,21068,25243.6,25150.9,0,CPS
20,11,0,0,0,1,8607.06,15982.2,23156,0,CPS
22,14,0,0,0,0,1373.45,2422.31,7874.81,0,CPS
35,12,0,0,1,0,15938.6,25243.6,25564.7,0,CPS
24,16,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
25,12,0,0,1,0,18207.5,18483.3,11863.2,0,CPS
29,12,0,0,1,0,6185.4,1758.1,11156.8,0,CPS
19,12,0,0,0,0,3050.58,3226.16,697.487,0,CPS
28,16,0,0,1,0,20394,22379,25564.7,0,CPS
37,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
26,16,0,0,0,0,18376,19315.8,6943.84,0,CPS
25,12,0,0,0,0,1318.59,0,3871.64,0,CPS
32,12,0,0,0,0,21604.8,18451.1,25564.7,0,CPS
25,14,0,0,0,0,23266.3,22862.4,22343.2,0,CPS
36,8,0,0,1,1,2715.54,585.435,0,0,CPS
31,12,1,0,1,0,12239.5,22839.2,0,0,CPS
47,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
24,13,0,0,0,0,16408.9,12075.7,25564.7,0,CPS
26,16,1,0,0,0,22984.2,22497.2,25184.9,0,CPS
16,10,0,0,0,1,0,0,7854.12,0,CPS
32,12,0,0,1,0,25660.5,25243.6,25564.7,0,CPS
24,11,0,0,1,1,25862.3,16116.5,25564.7,0,CPS
51,12,0,0,1,0,21236.5,17949.8,22204.3,0,CPS
19,10,0,0,0,1,0,359.855,4074.09,0,CPS
39,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,12,0,0,1,0,22780.4,13629.7,25564.7,0,CPS
54,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
24,12,0,0,0,0,8996.95,284.661,1334.39,0,CPS
20,12,0,0,0,0,5278.27,5691.44,5788.25,0,CPS
32,12,0,0,1,0,21812.5,14354.8,25564.7,0,CPS
28,11,0,0,1,1,10362.6,17804.8,5501.58,0,CPS
38,18,0,0,0,0,6957.36,6805.02,5863.62,0,CPS
29,10,0,0,1,1,10866.1,9796.64,20057.2,0,CPS
28,13,0,0,1,0,21183.6,20633.5,806.839,0,CPS
21,14,0,0,0,0,2807.63,2035.6,15332.9,0,CPS
38,12,0,0,1,0,21340.3,21526.8,19735,0,CPS
30,12,0,0,0,0,15341.1,8020.65,14251.2,0,CPS
24,16,0,0,0,0,4484.76,1067.03,0,0,CPS
19,11,0,0,0,1,6248.1,6090.68,14933.9,0,CPS
38,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
37,12,0,0,0,0,21789,5949.24,16222.5,0,CPS
29,12,0,0,1,0,17108.3,16381.5,18793.7,0,CPS
30,12,0,0,0,0,25862.3,22880.3,25564.7,0,CPS
46,13,0,0,1,0,25862.3,25243.6,4447.96,0,CPS
51,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
25,17,0,0,1,0,3389.53,1928.18,17846.5,0,CPS
48,3,0,0,1,1,25862.3,22273.4,25564.7,0,CPS
46,13,0,0,0,0,7840.99,7608.87,8482.15,0,CPS
27,18,0,0,0,0,12935.1,4561.74,16540.2,0,CPS
30,12,1,0,0,0,22321.9,6346.69,9565.32,0,CPS
35,12,1,0,1,0,25862.3,25243.6,25564.7,0,CPS
55,12,1,0,1,0,21175.8,18665.9,25564.7,0,CPS
43,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
