user_id,total_sessions_before_idle,sessions_in_last_30d_before_idle,days_idle,last_paid_plan,favorite_category,account_age_years,device_type,acquisition_channel,comeback_trigger_campaign,made_repeat_purchase_in_7d,used_new_feature_in_7d,churn_within_30d
5975,18,1,269,Free,Electronics,3.45,Mobile,Paid,1,0,1,0
5976,174,21,85,Paid,Groceries,4.22,Mobile,Organic,1,1,1,0
5977,62,10,166,Free,Electronics,4.68,Mobile,Organic,0,0,0,0
5978,43,3,60,Free,Groceries,4.33,Desktop,Referral,1,0,0,0
5979,54,2,118,Free,Books,5.15,Mobile,Referral,0,0,0,0
5980,13,1,86,Free,Groceries,1.73,Mobile,Organic,0,0,0,1
5981,168,29,272,Paid,Fashion,3.63,Mobile,Paid,0,0,1,0
5982,243,27,198,Free,Books,2.48,Mobile,Organic,0,0,1,0
5983,50,8,206,Free,Books,5.79,Mobile,Referral,0,0,0,0
5984,163,8,79,Paid,Books,2.92,Mobile,Referral,0,1,1,0
5985,19,1,97,Paid,Groceries,5.78,Desktop,Organic,0,1,0,0
5986,15,2,198,Paid,Sports,4.73,Desktop,Paid,0,1,0,1
5987,35,5,121,Paid,Groceries,4.45,Mobile,Paid,0,0,0,0
5988,52,8,365,Paid,Fashion,3.2,Mobile,Organic,0,1,1,0
5989,23,3,169,Paid,Groceries,2.94,Mobile,Organic,0,0,0,0
5990,57,9,153,Free,Fashion,3.4,Mobile,Organic,1,0,1,0
5991,45,3,87,Paid,Books,2.11,Desktop,Referral,0,0,0,0
5992,13,1,262,Free,Sports,5.47,Mobile,Organic,0,0,0,1
5993,56,6,124,Paid,Fashion,4.87,Mobile,Referral,0,0,0,0
5994,79,14,365,Free,Groceries,4.91,Mobile,Referral,0,0,0,0
5995,40,5,191,Free,Groceries,2.88,Mobile,Organic,0,0,1,0
5996,105,13,97,Free,Books,0.89,Mobile,Paid,0,0,0,0
5997,10,1,76,Free,Electronics,4.26,Mobile,Paid,1,0,0,0
5998,53,9,135,Paid,Electronics,2.56,Mobile,Referral,0,0,0,0
5999,11,1,85,Paid,Sports,5.29,Mobile,Paid,0,0,0,0
6000,11,1,60,Paid,Fashion,4.79,Desktop,Paid,1,1,0,0
6001,18,1,60,Paid,Books,1.3,Desktop,Referral,1,0,0,0
6002,13,1,165,Free,Fashion,3.81,Desktop,Organic,0,0,0,0
6003,20,2,158,Paid,Fashion,4.31,Desktop,Organic,0,1,0,0
6004,27,2,113,Free,Groceries,3.62,Desktop,Referral,0,0,0,0
6005,77,5,365,Paid,Electronics,3.33,Mobile,Organic,0,0,0,0
6006,25,1,147,Free,Sports,1.75,Mobile,Referral,0,0,0,0
6007,7,1,365,Free,Books,1.8,Mobile,Paid,0,0,1,0
6008,104,6,112,Paid,Books,4.72,Mobile,Organic,1,1,0,0
6009,15,2,131,Paid,Fashion,0.6,Mobile,Organic,0,0,0,0
6010,32,6,199,Paid,Sports,4.78,Mobile,Organic,0,1,1,0
6011,52,7,60,Paid,Fashion,3.4,Mobile,Organic,0,1,0,0
6012,41,2,60,Free,Books,5.65,Mobile,Organic,0,0,1,0
6013,99,12,122,Paid,Electronics,5.99,Mobile,Referral,0,0,0,0
6014,54,9,136,Paid,Electronics,4.15,Desktop,Paid,0,0,0,0
6015,14,2,173,Free,Books,2.77,Desktop,Organic,0,0,0,0
6016,293,46,100,Free,Groceries,3.11,Desktop,Organic,0,0,1,0
6017,41,3,199,Free,Fashion,1.62,Desktop,Organic,1,1,0,0
6018,29,2,192,Paid,Books,1.05,Mobile,Referral,0,0,0,0
6019,87,14,86,Free,Groceries,3.68,Mobile,Organic,0,0,1,0
6020,43,7,130,Free,Electronics,4.93,Desktop,Organic,0,0,1,0
6021,50,6,239,Free,Fashion,1.94,Mobile,Paid,1,1,1,1
6022,401,25,60,Free,Electronics,2.81,Mobile,Paid,1,0,1,0
6023,26,3,98,Paid,Fashion,3.55,Desktop,Organic,0,1,0,0
6024,25,3,67,Paid,Fashion,5.49,Desktop,Referral,1,1,0,0
6025,38,1,134,Free,Electronics,1.26,Mobile,Paid,1,0,0,1
6026,97,14,154,Free,Books,1.8,Desktop,Organic,0,0,1,0
6027,8,1,282,Free,Fashion,5.55,Mobile,Referral,0,0,1,0
6028,5,1,60,Paid,Books,0.72,Mobile,Organic,0,0,0,0
6029,19,2,60,Free,Sports,4.11,Mobile,Organic,1,0,0,1
6030,7,1,141,Free,Sports,4.02,Desktop,Referral,0,0,0,1
6031,22,2,161,Paid,Groceries,2.61,Mobile,Referral,1,1,0,0
6032,55,9,88,Free,Electronics,3.07,Desktop,Organic,0,0,1,0
6033,14,2,129,Paid,Fashion,5.2,Mobile,Organic,0,1,0,0
6034,8,1,102,Free,Groceries,1.41,Mobile,Paid,0,0,0,0
6035,36,2,148,Paid,Fashion,1.77,Mobile,Referral,0,1,0,0
6036,79,13,71,Free,Fashion,3.32,Mobile,Paid,0,0,0,0
6037,7,1,229,Free,Books,2.75,Mobile,Paid,0,0,0,1
6038,76,10,60,Free,Fashion,3.66,Mobile,Organic,1,0,0,0
6039,75,10,229,Paid,Groceries,5.56,Desktop,Paid,1,1,1,0
6040,86,12,101,Paid,Groceries,5.54,Desktop,Referral,0,1,0,0
6041,112,11,358,Free,Groceries,1.77,Mobile,Organic,1,0,1,0
6042,300,16,175,Paid,Groceries,2.16,Mobile,Organic,0,0,1,0
6043,24,3,94,Paid,Fashion,1.39,Mobile,Organic,0,1,0,0
6044,37,4,93,Paid,Groceries,5.6,Mobile,Organic,0,1,0,0
6045,22,2,225,Paid,Electronics,2.69,Mobile,Organic,0,0,0,0
6046,34,3,204,Free,Groceries,2.97,Mobile,Organic,0,0,0,0
6047,154,27,182,Paid,Fashion,4.91,Desktop,Organic,0,1,1,0
6048,9,1,173,Free,Groceries,3.32,Desktop,Referral,0,0,0,1
6049,14,1,60,Free,Sports,1.16,Mobile,Organic,0,0,0,0
6050,132,21,336,Free,Fashion,2.91,Desktop,Referral,1,0,1,0
6051,92,13,100,Paid,Fashion,3.97,Mobile,Paid,0,0,0,0
6052,24,2,226,Paid,Fashion,4.46,Mobile,Organic,0,1,0,0
6053,78,5,60,Paid,Electronics,4.05,Desktop,Organic,0,1,0,0
6054,47,5,79,Paid,Electronics,1.16,Mobile,Paid,1,0,0,0
6055,149,8,88,Paid,Groceries,2.17,Mobile,Organic,1,0,1,0
6056,36,3,173,Free,Books,4.53,Mobile,Referral,1,1,0,0
6057,93,18,157,Free,Books,5.34,Desktop,Organic,1,0,1,0
6058,465,33,60,Free,Groceries,0.76,Desktop,Organic,0,0,1,0
6059,61,5,140,Free,Electronics,0.73,Mobile,Organic,0,0,1,0
6060,35,2,115,Free,Electronics,4.04,Desktop,Paid,0,1,0,0
6061,69,12,365,Free,Groceries,3.51,Desktop,Referral,0,0,1,0
6062,23,4,96,Paid,Groceries,1.35,Mobile,Organic,1,0,0,0
6063,361,21,139,Paid,Fashion,3.52,Mobile,Paid,0,1,1,0
6064,40,7,314,Paid,Fashion,5.86,Mobile,Organic,0,0,1,0
6065,26,1,132,Paid,Fashion,3.97,Mobile,Paid,0,0,0,0
6066,15,1,123,Free,Electronics,2.97,Mobile,Organic,0,0,0,0
6067,100,13,70,Paid,Electronics,5.05,Desktop,Paid,0,0,0,0
6068,79,9,60,Free,Groceries,1.67,Desktop,Paid,0,0,0,0
6069,21,1,118,Free,Groceries,2.78,Mobile,Organic,1,0,0,0
6070,59,9,237,Paid,Fashion,3.4,Desktop,Paid,1,0,1,0
6071,8,1,60,Free,Books,3.27,Desktop,Paid,1,0,0,0
6072,40,7,124,Free,Electronics,5.57,Mobile,Paid,1,0,0,0
6073,53,5,233,Free,Books,2.11,Mobile,Paid,1,0,0,0
6074,183,20,60,Paid,Books,0.81,Mobile,Paid,1,1,1,0
6075,16,1,60,Paid,Sports,5.54,Mobile,Paid,1,1,0,0
6076,10,1,128,Free,Fashion,1.69,Mobile,Referral,0,0,0,0
6077,14,1,127,Paid,Fashion,2.58,Mobile,Referral,0,1,0,0
6078,9,1,191,Free,Books,3.42,Desktop,Paid,0,0,1,0
6079,127,11,64,Free,Electronics,5.87,Mobile,Referral,0,0,1,1
6080,156,19,260,Free,Fashion,3.44,Mobile,Referral,0,0,1,0
6081,46,9,113,Paid,Fashion,2.96,Desktop,Organic,0,1,0,0
6082,113,5,84,Free,Books,3.71,Desktop,Referral,0,0,1,0
6083,38,4,309,Free,Electronics,5.84,Desktop,Organic,0,0,1,0
6084,31,3,231,Free,Sports,5.0,Mobile,Organic,0,0,0,0
6085,24,4,71,Free,Electronics,1.43,Mobile,Referral,0,0,0,0
6086,25,4,167,Paid,Fashion,4.92,Mobile,Organic,1,1,0,0
6087,8,1,167,Free,Books,5.13,Mobile,Paid,1,0,0,0
6088,44,3,194,Free,Fashion,4.3,Mobile,Referral,0,0,1,0
6089,32,1,161,Free,Books,4.11,Mobile,Organic,0,0,0,0
6090,70,5,365,Free,Books,2.92,Desktop,Organic,0,0,1,0
6091,37,3,194,Paid,Books,4.03,Mobile,Paid,1,1,0,0
6092,29,1,155,Free,Groceries,4.56,Mobile,Paid,1,0,0,0
6093,14,1,173,Free,Fashion,1.18,Mobile,Referral,0,0,1,0
6094,36,7,163,Free,Sports,1.92,Mobile,Referral,1,0,0,0
6095,70,11,365,Free,Groceries,1.57,Mobile,Organic,0,0,1,0
6096,11,1,161,Paid,Electronics,5.13,Desktop,Organic,0,0,0,0
6097,37,6,252,Paid,Fashion,4.24,Mobile,Paid,1,1,0,0
6098,42,8,184,Paid,Electronics,2.98,Mobile,Paid,1,0,0,0
6099,17,2,76,Free,Electronics,5.04,Mobile,Organic,0,0,1,0
6100,19,2,124,Paid,Books,4.44,Desktop,Organic,1,1,0,1
6101,42,3,171,Paid,Fashion,5.52,Desktop,Organic,0,1,0,0
6102,11,1,202,Free,Sports,0.92,Mobile,Referral,1,0,1,0
6103,47,7,176,Paid,Fashion,3.3,Mobile,Referral,0,0,0,0
6104,14,1,365,Paid,Electronics,4.39,Mobile,Organic,1,0,0,0
6105,96,8,60,Free,Fashion,1.64,Desktop,Organic,1,0,0,0
6106,344,51,150,Free,Electronics,2.3,Mobile,Organic,1,0,1,0
6107,15,2,61,Paid,Groceries,2.8,Desktop,Referral,0,0,0,0
6108,57,3,85,Free,Books,4.87,Desktop,Referral,0,0,0,0
6109,17,3,95,Paid,Fashion,3.21,Mobile,Paid,1,1,0,0
6110,94,7,60,Paid,Sports,3.21,Mobile,Organic,0,0,0,0
6111,10,1,149,Paid,Groceries,2.87,Mobile,Organic,0,1,0,0
6112,54,3,60,Free,Groceries,1.76,Mobile,Organic,0,0,0,0
6113,14,1,143,Free,Groceries,5.58,Desktop,Referral,1,0,0,0
6114,27,2,231,Free,Books,2.25,Mobile,Organic,0,0,0,0
6115,12,1,250,Paid,Books,3.62,Mobile,Paid,1,1,0,1
6116,76,14,112,Paid,Electronics,1.32,Mobile,Organic,0,0,0,0
6117,15,1,94,Paid,Fashion,2.89,Mobile,Paid,1,1,0,0
6118,58,7,72,Free,Books,5.47,Mobile,Paid,0,0,0,0
6119,24,2,60,Paid,Sports,5.98,Mobile,Paid,1,0,0,0
6120,30,5,77,Paid,Books,2.49,Mobile,Paid,1,1,0,0
6121,39,3,92,Free,Sports,1.35,Mobile,Referral,0,0,0,0
6122,16,1,217,Free,Electronics,2.23,Mobile,Organic,0,0,1,0
6123,41,2,294,Paid,Groceries,2.3,Desktop,Organic,0,1,0,0
6124,153,28,133,Paid,Books,4.04,Desktop,Referral,0,0,0,0
6125,16,2,194,Paid,Groceries,3.23,Mobile,Organic,0,0,0,0
6126,107,14,365,Free,Books,4.73,Desktop,Paid,0,0,1,0
6127,149,8,328,Free,Fashion,4.36,Mobile,Referral,1,0,1,0
6128,15,1,63,Paid,Fashion,1.88,Mobile,Referral,0,1,0,0
6129,8,1,144,Paid,Sports,4.81,Mobile,Referral,0,0,1,1
6130,45,5,82,Paid,Fashion,5.16,Mobile,Organic,0,0,0,0
6131,20,1,291,Paid,Books,3.79,Desktop,Referral,0,1,1,0
6132,215,28,60,Free,Electronics,5.6,Mobile,Referral,0,0,1,0
6133,35,6,60,Paid,Electronics,4.81,Mobile,Paid,0,0,0,0
6134,15,1,60,Free,Groceries,3.77,Mobile,Organic,0,0,0,0
6135,11,2,131,Free,Groceries,5.48,Desktop,Organic,0,0,0,0
6136,99,16,151,Free,Sports,3.8,Mobile,Paid,1,0,0,0
6137,19,1,205,Paid,Electronics,3.37,Mobile,Referral,1,0,0,0
6138,35,6,141,Paid,Books,2.46,Desktop,Organic,0,0,0,0
6139,87,14,365,Free,Sports,5.36,Mobile,Organic,0,0,1,0
6140,21,2,215,Free,Sports,1.17,Desktop,Paid,0,0,0,0
6141,32,5,121,Paid,Sports,3.1,Desktop,Paid,1,1,0,0
6142,33,2,115,Paid,Groceries,3.46,Mobile,Paid,1,0,0,0
6143,66,10,152,Paid,Fashion,3.55,Mobile,Organic,0,1,0,0
6144,60,8,60,Free,Fashion,4.09,Desktop,Paid,0,0,0,0
6145,27,2,109,Free,Groceries,3.28,Mobile,Organic,0,0,0,0
6146,36,5,118,Free,Groceries,1.91,Mobile,Organic,0,0,1,0
6147,23,3,132,Free,Groceries,5.21,Desktop,Paid,1,0,0,0
6148,8,1,169,Free,Electronics,4.12,Mobile,Organic,0,0,1,0
6149,43,3,197,Free,Books,5.22,Mobile,Paid,1,0,1,0
6150,220,22,365,Free,Electronics,2.02,Desktop,Paid,0,0,1,0
6151,14,1,116,Free,Books,4.0,Mobile,Paid,1,0,0,0
6152,16,2,90,Paid,Electronics,4.43,Desktop,Referral,0,0,0,1
6153,14,1,103,Free,Sports,2.61,Mobile,Organic,1,0,0,0
6154,69,11,85,Free,Fashion,4.97,Desktop,Organic,0,1,0,0
6155,52,6,67,Paid,Books,0.51,Mobile,Organic,0,0,0,0
6156,29,1,166,Paid,Electronics,3.77,Mobile,Paid,1,0,0,0
6157,14,2,221,Paid,Groceries,3.87,Mobile,Paid,0,0,0,0
6158,37,6,60,Paid,Books,3.44,Mobile,Organic,0,0,0,0
6159,7,1,60,Paid,Sports,3.97,Mobile,Organic,0,0,1,0
6160,39,6,60,Paid,Fashion,1.42,Mobile,Referral,0,0,0,0
6161,80,13,140,Paid,Fashion,4.27,Desktop,Paid,0,0,0,0
6162,10,1,79,Paid,Groceries,2.35,Mobile,Paid,1,0,0,0
6163,8,1,196,Free,Electronics,2.99,Mobile,Referral,0,0,0,0
6164,161,28,118,Free,Fashion,2.33,Mobile,Referral,0,0,1,0
6165,18,3,90,Paid,Books,3.11,Desktop,Organic,0,0,0,0
6166,104,18,83,Free,Groceries,3.92,Mobile,Paid,1,0,0,0
6167,29,5,254,Paid,Fashion,5.11,Desktop,Organic,0,0,0,0
6168,29,2,89,Free,Electronics,3.16,Mobile,Referral,0,0,0,0
6169,52,5,83,Free,Groceries,2.28,Mobile,Organic,0,0,0,0
6170,14,1,93,Paid,Books,3.18,Mobile,Organic,0,0,0,0
6171,38,2,184,Free,Fashion,4.29,Mobile,Paid,1,0,0,0
6172,23,3,267,Paid,Electronics,2.41,Mobile,Referral,0,1,0,0
6173,9,1,83,Paid,Books,2.78,Desktop,Referral,1,1,0,0
6174,47,2,85,Paid,Fashion,3.6,Mobile,Paid,1,1,0,0
6175,26,2,269,Free,Groceries,2.12,Mobile,Paid,1,0,1,1
6176,29,5,76,Paid,Groceries,1.65,Mobile,Referral,1,0,1,0
6177,10,1,60,Paid,Books,1.27,Mobile,Paid,0,0,0,0
6178,163,17,187,Paid,Sports,2.44,Mobile,Referral,1,1,0,0
6179,80,11,169,Paid,Electronics,0.77,Mobile,Referral,1,0,0,0
6180,87,6,98,Paid,Fashion,3.71,Mobile,Referral,0,1,1,0
6181,25,4,240,Paid,Groceries,1.47,Mobile,Organic,0,0,0,0
6182,6,1,60,Paid,Books,2.58,Mobile,Organic,0,1,0,0
6183,234,19,345,Free,Electronics,1.98,Mobile,Organic,0,0,1,0
6184,32,3,142,Free,Electronics,3.97,Mobile,Paid,0,1,0,0
6185,16,1,365,Free,Electronics,5.18,Mobile,Organic,1,0,0,0
6186,51,3,160,Free,Electronics,3.98,Mobile,Organic,1,0,1,0
6187,107,9,60,Paid,Groceries,3.48,Mobile,Organic,0,0,0,0
6188,33,4,132,Free,Groceries,4.18,Mobile,Referral,0,0,0,0
6189,119,7,145,Paid,Electronics,0.66,Mobile,Organic,0,0,0,0
6190,98,5,60,Free,Electronics,1.18,Desktop,Organic,0,0,0,0
6191,12,1,97,Free,Electronics,1.02,Mobile,Organic,1,0,0,0
6192,17,1,94,Free,Electronics,1.04,Mobile,Organic,1,0,0,0
6193,87,6,148,Free,Fashion,1.93,Mobile,Referral,0,0,1,0
6194,3,1,203,Free,Electronics,3.43,Mobile,Referral,1,1,1,0
6195,29,1,343,Free,Electronics,1.13,Mobile,Paid,1,0,0,1
6196,8,1,239,Paid,Books,5.64,Mobile,Paid,0,0,1,0
6197,21,1,123,Free,Groceries,5.2,Mobile,Paid,0,0,0,0
6198,25,3,142,Free,Electronics,5.84,Desktop,Organic,0,0,0,0
6199,24,3,167,Paid,Sports,0.73,Mobile,Organic,0,1,0,0
6200,20,1,202,Free,Groceries,5.18,Mobile,Paid,1,0,1,0
6201,12,1,114,Free,Sports,4.92,Mobile,Referral,0,0,1,0
6202,328,50,90,Free,Sports,5.46,Mobile,Paid,0,0,1,0
6203,215,11,260,Free,Books,3.4,Desktop,Organic,1,0,1,0
6204,11,1,354,Paid,Books,4.83,Mobile,Referral,0,1,1,0
6205,162,15,365,Free,Fashion,0.78,Mobile,Paid,1,0,0,0
6206,23,1,169,Paid,Groceries,0.92,Desktop,Referral,1,0,0,0
6207,38,6,189,Paid,Books,1.15,Mobile,Organic,1,0,0,0
6208,32,4,149,Free,Books,5.53,Desktop,Organic,0,0,1,0
6209,18,2,256,Paid,Groceries,0.84,Mobile,Organic,0,0,0,0
6210,89,15,182,Free,Electronics,1.05,Mobile,Referral,0,0,1,0
6211,38,3,147,Free,Books,5.62,Mobile,Organic,1,0,0,0
6212,21,1,60,Free,Electronics,1.09,Mobile,Paid,1,0,1,0
6213,9,1,60,Free,Groceries,5.28,Mobile,Organic,0,0,1,1
6214,14,1,60,Paid,Sports,4.84,Desktop,Organic,0,0,0,1
6215,7,1,247,Free,Groceries,0.72,Mobile,Organic,0,0,0,0
6216,34,6,115,Paid,Groceries,0.62,Mobile,Organic,1,1,1,0
6217,11,1,261,Paid,Fashion,3.44,Mobile,Organic,0,1,0,0
6218,26,5,111,Free,Sports,5.98,Mobile,Organic,0,0,1,0
6219,131,17,156,Paid,Electronics,5.33,Mobile,Organic,0,0,1,0
6220,110,21,60,Paid,Sports,2.21,Mobile,Organic,0,0,0,0
6221,33,2,122,Free,Fashion,2.62,Mobile,Paid,0,0,1,0
6222,31,4,71,Free,Electronics,2.63,Desktop,Organic,1,0,0,0
6223,217,41,92,Free,Groceries,4.54,Mobile,Organic,0,0,0,0
6224,56,4,248,Free,Books,2.38,Desktop,Paid,1,0,0,0
6225,24,2,60,Free,Electronics,1.31,Mobile,Organic,1,0,0,0
6226,8,1,259,Free,Groceries,4.61,Mobile,Referral,1,0,0,0
6227,50,9,111,Paid,Books,3.02,Mobile,Organic,0,0,0,0
6228,76,6,155,Paid,Electronics,0.92,Desktop,Referral,1,1,0,0
6229,18,1,60,Free,Books,4.85,Mobile,Organic,1,0,0,0
6230,45,7,60,Free,Fashion,3.72,Mobile,Organic,1,0,0,0
6231,24,3,60,Free,Groceries,3.19,Mobile,Paid,0,0,1,0
6232,28,3,82,Free,Fashion,4.2,Mobile,Organic,0,0,0,0
6233,3,1,131,Free,Books,3.28,Desktop,Paid,0,0,0,0
6234,27,3,82,Paid,Electronics,4.07,Mobile,Organic,0,0,0,0
6235,88,10,177,Free,Electronics,5.27,Mobile,Organic,1,0,1,0
6236,18,3,69,Free,Books,3.87,Mobile,Referral,0,0,0,0
6237,35,2,63,Free,Books,4.13,Mobile,Organic,0,0,0,0
6238,16,3,213,Paid,Sports,3.88,Desktop,Organic,0,1,0,0
6239,48,4,122,Paid,Groceries,3.42,Desktop,Organic,0,0,0,0
6240,27,2,60,Free,Groceries,1.45,Mobile,Paid,1,0,0,1
6241,13,1,274,Free,Books,2.35,Mobile,Organic,0,0,0,0
6242,126,23,199,Free,Electronics,4.31,Mobile,Paid,0,0,1,0
6243,84,8,156,Free,Fashion,2.84,Mobile,Organic,1,0,1,0
6244,19,1,145,Paid,Electronics,2.73,Mobile,Referral,0,1,0,0
6245,55,7,150,Paid,Groceries,4.68,Mobile,Paid,1,1,0,0
6246,57,11,60,Paid,Electronics,0.53,Mobile,Organic,0,0,1,0
6247,63,6,224,Free,Books,4.23,Desktop,Paid,0,0,1,0
6248,7,1,60,Free,Electronics,3.19,Mobile,Paid,0,0,0,1
6249,91,11,229,Paid,Electronics,2.57,Mobile,Paid,0,0,1,0
6250,19,2,294,Free,Fashion,2.37,Desktop,Organic,0,0,1,1
6251,24,1,187,Paid,Books,1.45,Mobile,Organic,0,0,0,0
6252,464,84,100,Free,Electronics,2.34,Desktop,Organic,0,1,1,0
6253,45,6,365,Free,Books,2.65,Mobile,Organic,0,0,1,0
6254,23,1,73,Paid,Books,2.91,Desktop,Paid,0,1,0,0
6255,4,1,135,Free,Groceries,4.2,Desktop,Paid,0,0,1,0
6256,133,18,170,Free,Groceries,2.99,Mobile,Organic,1,0,1,0
6257,9,1,141,Free,Groceries,4.88,Mobile,Paid,1,0,0,0
6258,13,1,60,Paid,Books,4.02,Mobile,Organic,0,0,0,0
6259,24,4,60,Free,Electronics,1.54,Mobile,Organic,0,0,0,0
6260,137,25,324,Free,Sports,2.02,Mobile,Paid,1,0,1,0
6261,72,3,106,Paid,Fashion,0.94,Mobile,Referral,0,0,0,0
6262,29,1,73,Free,Fashion,5.7,Mobile,Paid,0,0,1,0
6263,46,5,91,Paid,Electronics,5.38,Mobile,Paid,0,1,0,0
6264,19,1,270,Free,Books,0.97,Mobile,Organic,0,0,1,0
6265,39,5,60,Paid,Fashion,3.66,Mobile,Organic,1,1,0,0
6266,36,3,157,Free,Groceries,5.78,Mobile,Paid,1,0,1,0
6267,88,15,226,Paid,Books,4.61,Desktop,Organic,0,0,1,0
6268,88,6,142,Paid,Books,3.2,Mobile,Paid,0,1,0,0
6269,55,3,80,Paid,Electronics,1.83,Mobile,Organic,1,1,0,0
6270,24,2,169,Free,Books,2.03,Desktop,Paid,1,0,0,1
6271,70,4,60,Free,Fashion,4.55,Mobile,Paid,0,1,1,0
6272,31,4,154,Paid,Fashion,4.79,Desktop,Referral,0,1,0,0
6273,12,1,66,Free,Electronics,3.41,Mobile,Referral,0,0,1,0
6274,23,3,87,Free,Groceries,1.17,Mobile,Organic,0,0,0,0
6275,37,2,81,Paid,Books,5.64,Mobile,Organic,1,0,0,0
6276,83,13,82,Free,Books,5.15,Desktop,Referral,1,0,0,0
6277,28,2,200,Paid,Books,1.27,Desktop,Organic,1,0,0,1
6278,10,1,113,Free,Books,0.81,Mobile,Paid,1,0,0,1
6279,36,3,61,Paid,Electronics,3.45,Mobile,Organic,0,1,0,0
6280,38,6,60,Free,Fashion,2.06,Mobile,Paid,0,0,1,0
6281,40,7,332,Free,Sports,2.06,Mobile,Organic,0,1,0,0
6282,84,8,129,Paid,Books,0.98,Mobile,Referral,1,1,0,0
6283,92,17,60,Free,Groceries,5.74,Desktop,Organic,0,0,0,0
6284,19,1,165,Paid,Books,5.07,Mobile,Organic,0,0,0,0
6285,18,3,187,Paid,Groceries,1.13,Mobile,Organic,1,1,1,1
6286,12,1,84,Free,Books,5.32,Mobile,Paid,1,0,0,0
6287,67,6,60,Paid,Fashion,4.26,Mobile,Referral,1,1,0,0
6288,142,25,106,Free,Sports,2.29,Mobile,Organic,0,1,1,0
6289,25,1,60,Paid,Electronics,5.29,Mobile,Organic,0,0,0,0
6290,27,4,86,Free,Fashion,3.79,Mobile,Organic,1,0,0,0
6291,144,21,174,Paid,Fashion,5.17,Desktop,Paid,0,1,0,0
6292,55,10,108,Paid,Groceries,3.08,Mobile,Referral,0,0,1,0
6293,52,10,151,Free,Groceries,3.25,Mobile,Organic,0,0,0,0
6294,11,1,257,Paid,Groceries,2.1,Mobile,Paid,0,0,0,0
6295,66,9,252,Free,Sports,2.63,Mobile,Organic,0,0,1,0
6296,14,1,66,Free,Electronics,3.62,Mobile,Organic,0,1,0,0
6297,11,1,350,Free,Books,5.71,Mobile,Organic,0,0,0,0
6298,24,3,116,Free,Books,3.8,Desktop,Referral,0,0,1,1
6299,19,1,104,Free,Sports,1.31,Mobile,Referral,0,0,1,1
6300,27,2,173,Free,Electronics,0.54,Mobile,Organic,0,0,1,0
6301,8,1,123,Free,Sports,5.18,Mobile,Referral,0,0,0,0
6302,87,5,179,Free,Fashion,2.5,Desktop,Organic,1,0,0,0
6303,103,16,159,Free,Groceries,2.23,Mobile,Organic,0,0,1,0
6304,5,1,109,Paid,Books,4.9,Desktop,Paid,1,1,0,1
6305,89,16,164,Paid,Groceries,5.7,Mobile,Referral,0,1,0,0
6306,15,1,164,Free,Fashion,4.61,Mobile,Organic,0,1,1,0
6307,79,5,365,Paid,Fashion,1.46,Desktop,Referral,0,0,1,1
6308,31,3,184,Paid,Fashion,2.65,Mobile,Referral,0,1,1,0
6309,35,5,60,Paid,Books,4.68,Mobile,Organic,0,1,1,0
6310,28,4,95,Free,Books,5.49,Mobile,Organic,0,0,1,0
6311,112,9,200,Free,Sports,5.99,Mobile,Organic,1,0,1,0
6312,10,1,76,Paid,Books,3.31,Desktop,Paid,1,0,0,0
6313,61,10,109,Paid,Fashion,5.02,Mobile,Paid,1,1,0,0
6314,100,12,166,Free,Fashion,0.76,Mobile,Organic,1,0,0,1
6315,68,8,208,Free,Fashion,2.07,Mobile,Organic,1,0,0,1
6316,339,49,365,Paid,Groceries,2.54,Mobile,Paid,0,1,1,0
6317,20,2,289,Paid,Groceries,5.87,Desktop,Paid,0,0,0,0
6318,87,10,124,Paid,Sports,0.52,Desktop,Paid,0,1,0,0
6319,30,5,60,Free,Electronics,2.19,Mobile,Organic,1,0,0,0
6320,114,21,328,Free,Fashion,5.62,Desktop,Organic,0,0,1,0
6321,33,4,231,Free,Fashion,2.19,Mobile,Organic,1,1,1,0
6322,23,2,117,Free,Books,1.74,Mobile,Paid,1,0,0,0
6323,123,23,114,Free,Sports,4.52,Mobile,Paid,1,0,1,0
6324,21,3,60,Paid,Fashion,4.6,Mobile,Paid,0,1,0,0
6325,9,1,94,Free,Fashion,3.1,Desktop,Organic,0,0,1,0
6326,20,2,60,Paid,Groceries,5.71,Mobile,Paid,0,1,0,0
6327,62,9,218,Free,Groceries,1.61,Mobile,Referral,1,0,1,0
6328,134,22,281,Free,Electronics,5.52,Desktop,Paid,0,1,1,0
6329,38,6,162,Free,Groceries,4.66,Mobile,Referral,0,0,0,0
6330,124,24,161,Free,Fashion,2.53,Mobile,Organic,0,0,1,0
6331,9,1,90,Paid,Sports,4.94,Mobile,Organic,1,1,0,0
6332,22,1,70,Free,Fashion,1.23,Desktop,Organic,1,1,0,1
6333,25,2,280,Free,Fashion,1.22,Desktop,Paid,1,0,1,0
6334,30,4,117,Free,Electronics,5.61,Mobile,Organic,0,0,0,0
6335,37,4,237,Free,Fashion,1.02,Desktop,Organic,1,1,0,0
6336,67,12,316,Paid,Books,0.52,Desktop,Paid,0,0,0,0
6337,22,1,176,Free,Groceries,2.64,Mobile,Paid,1,0,0,1
6338,39,6,69,Paid,Books,1.07,Mobile,Organic,0,0,0,0
6339,32,2,60,Paid,Groceries,5.25,Mobile,Referral,0,0,0,0
6340,14,2,60,Free,Electronics,5.57,Mobile,Paid,0,0,1,0
